PropType,Taxkey,Address,CondoProject,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_price,Sale_year
Residential,4601518000,1707 W LAPHAM ST,,12,4100,Duplex O/S,Frame,1.5,1903,0,1498,2,2,2,0,2100,62000,2016
Residential,4610511000,626 W MAPLE ST,,12,4100,Duplex-Cottage,Aluminum / Vinyl,2.0,1895,0,2240,2,6,2,0,3000,48700,2016
Residential,4969964000,2468 S 16TH ST,,12,4160,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1928,0,1278,1,3,1,1,4040,71000,2016
Residential,5519974000,3529 S 14TH ST,,13,4520,Cape Cod,Aluminum / Vinyl,1.5,1910,0,1318,1,3,2,0,5600,132000,2016
Residential,5959972000,219 W BOLIVAR AV,,13,4740,Cape Cod,Brick,1.0,1948,0,1257,1,3,1,0,6320,137500,2016
Residential,5490815000,191 W WARNIMONT AV,,13,4620,Cape Cod,Brick,1.0,1951,0,1186,1,3,1,1,8729,130000,2016
Residential,5800732000,4138 S 5TH PL,,13,4700,Cape Cod,Aluminum / Vinyl,1.0,1939,0,1052,1,3,1,0,4800,107800,2016
Residential,5521242000,3654 S 21ST ST,,13,4360,Cape Cod,Aluminum / Vinyl,1.0,1951,0,844,1,2,1,1,6050,84000,2016
Residential,6440105000,2105 W EDGERTON AV,,13,4780,Colonial,Aluminum / Vinyl,2.0,1968,0,3385,1,7,4,0,13244,285000,2016
Residential,6441572000,2423 W ABBOTT AV,,13,4780,Colonial,Masonry / Frame,2.0,1974,0,2285,1,4,2,1,9880,207000,2016
Residential,5490845000,120 W WILBUR AV,,13,4620,Colonial,Brick,2.0,1936,0,1770,1,3,1,1,8320,173500,2016
Residential,5080191000,1532 W OKLAHOMA AV,,13,4180,Duplex N/S,Brick,2.0,1952,0,2263,2,5,2,0,4440,135000,2016
Residential,5370443000,3527 S CHASE AV,,13,4620,Duplex N/S,Aluminum / Vinyl,2.0,1950,0,1400,2,4,2,0,5400,140000,2016
Residential,6440212000,2115 W MALLORY AV,,13,4780,Ranch,Brick,1.0,1967,0,1628,1,3,1,1,12975,199000,2016
Residential,6900232000,2135 W HENRY AV,,13,4860,Ranch,Brick,1.0,1962,0,1507,1,3,1,1,12996,162150,2016
Residential,6449942200,2302 W CLAYTON CREST AV,,13,4780,Ranch,Brick,1.0,1962,0,1463,1,3,2,1,11180,160000,2016
Residential,6430609000,1809 W LUZERNE CT,,13,4780,Ranch,Brick,1.0,1969,0,1429,1,3,2,0,7200,200000,2016
Residential,6449977112,5155 S 20TH ST,,13,4780,Ranch,Brick,1.0,1959,0,1315,1,2,1,1,13950,145000,2016
Residential,6690230000,5545 S 25TH ST,,13,4780,Ranch,Aluminum / Vinyl,1.0,1974,0,1273,1,3,1,1,9375,164000,2016
Residential,5979981200,4467 S 15TH ST,,13,4800,Ranch,Aluminum / Vinyl,1.0,1964,0,1190,1,3,1,1,4945,136500,2016
Residential,5350668000,3125 S 17TH ST,,13,4520,Ranch,Block,1.0,1949,0,1120,1,3,1,0,4800,120000,2016
Residential,6870108000,171 W MANGOLD AV,,13,4920,Ranch,Aluminum / Vinyl,1.0,1964,0,1092,1,3,1,1,6240,152000,2016
Residential,7160064000,6614 S 20TH ST,,13,4920,Ranch,Aluminum / Vinyl,1.0,1960,0,981,1,3,1,0,6000,123000,2016
Residential,6900009000,2220 W ALVINA AV,,13,4860,Ranch,Aluminum / Vinyl,1.0,1960,0,912,1,3,1,0,8000,130000,2016
Residential,7160104000,6710 S 20TH ST,,13,4920,Ranch,Aluminum / Vinyl,1.0,1961,0,907,1,3,1,0,6000,134000,2016
Residential,6250020000,4732 S 7TH ST,,13,4740,Ranch,Aluminum / Vinyl,1.0,1951,0,875,1,2,2,0,9000,103000,2016
Residential,5511108000,3819 S 15TH ST,,13,4520,Ranch,Aluminum / Vinyl,1.0,1941,0,768,1,2,1,0,4800,99900,2016
Residential,5800306000,4107 S 2ND ST,,13,4700,Residence O/S,Frame,1.0,1926,0,1137,1,3,1,1,7200,121000,2016
Residential,5490174000,182 W HOWARD AV,,13,4620,Residence O/S,Aluminum / Vinyl,1.0,1920,0,1068,1,2,1,0,4480,115000,2016
Residential,5470537000,1302 E TRIPOLI AV,,14,4620,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1192,1,3,2,0,5670,154000,2016
Residential,5380087000,3408 S ADAMS AV,,14,4580,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1004,1,3,1,0,3600,128000,2016
Residential,5410130000,2720 E FERNWOOD AV,,14,4600,Colonial,Aluminum / Vinyl,2.0,1920,0,1256,1,3,1,0,3200,215000,2016
Residential,4661219000,2139 S MOUND ST,,14,4510,Cottage,Frame,1.0,1900,0,1260,1,3,1,0,4290,175000,2016
Residential,5839995000,3928 S KANSAS AV,,14,4620,Cottage,Aluminum / Vinyl,1.0,1924,0,696,1,1,1,0,6435,92000,2016
Residential,5040682000,2828 S PINE AV,,14,4500,Duplex O/S,Stone,1.5,1923,0,3319,2,5,3,0,5535,253000,2016
Residential,4990736000,2525 S KINNICKINNIC AV,,14,4910,Duplex O/S,Aluminum / Vinyl,1.5,1890,0,2832,2,4,2,1,7750,270000,2016
Residential,4981509000,2533 S 5TH ST,,14,4160,Duplex-Cottage,Aluminum / Vinyl,1.0,1908,0,1604,2,4,2,0,2880,57000,2016
Residential,5410919000,3440 S PENNSYLVANIA AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1924,0,1884,1,5,2,0,3600,315000,2016
Residential,5400735000,3284 S KINNICKINNIC AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,1621,1,3,1,1,4400,172300,2016
Residential,5410863000,3342 S NEW YORK AV,,14,4600,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1923,0,1374,1,3,1,2,3600,199900,2016
Residential,5390745000,3157 S HERMAN ST,,14,4580,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1340,1,3,1,0,3690,178000,2016
Residential,5390517000,3260 S LOGAN AV,,14,4580,Milwaukee Bungalow,Brick,1.0,1929,0,1252,1,3,1,0,4920,208000,2016
Residential,5810098000,420 E NORWICH ST,,14,4700,Milwaukee Bungalow,Frame,1.0,1929,0,1138,1,4,1,1,5560,125000,2016
Residential,5489906000,3575 S HOWELL AV,,14,4620,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1024,1,3,1,0,4000,85000,2016
Residential,5401315000,2206 E VOLLMER AV,,14,4610,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1918,0,908,1,2,1,0,3750,144900,2016
Residential,5381112000,3261 S ADAMS AV,,14,4580,Ranch,Aluminum / Vinyl,1.0,1947,0,826,1,2,1,0,4838,124000,2016
Residential,5399969000,3231 S CLEMENT AV,,14,4580,Residence O/S,Aluminum / Vinyl,2.0,1888,0,2550,1,4,2,2,12000,295000,2016
Residential,5040011000,1312 E MANITOBA ST,,14,4500,Residence O/S,Aluminum / Vinyl,2.0,1893,0,1974,1,4,2,0,3420,270000,2016
Residential,5050014000,329 E MONTANA ST,,14,4910,Residence O/S,Aluminum / Vinyl,1.0,1916,0,1458,1,3,1,0,4740,183000,2016
Residential,4661223000,2151 S MOUND ST,,14,4510,Residence O/S,Frame,1.5,1900,0,1438,1,3,2,0,4290,167500,2016
Residential,5479959000,1220 E WARNIMONT AV,,14,4620,Residence O/S,Aluminum / Vinyl,1.0,1923,0,1294,1,3,1,0,3531,190500,2016
Residential,3471072000,2139 N HI MOUNT BL,,15,2540,Dplx Bungalow,Aluminum / Vinyl,2.0,1921,0,2892,2,5,3,0,8050,198000,2016
Residential,3481066000,2161 N 36TH ST,,15,2380,Duplex O/S,Aluminum / Vinyl,2.0,1908,0,3470,2,8,2,0,5400,45000,2016
Residential,3280936000,2431 N 46TH ST,,15,2520,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1917,0,2166,1,5,1,2,4920,107000,2016
Residential,3632807000,1900 W CHERRY ST,,15,3040,Ranch,Frame,1.0,1970,0,1101,1,2,1,1,7775,57000,2016
Residential,3121790100,2859 N 8TH ST,,15,2870,Residence O/S,Aluminum / Vinyl,1.0,1900,0,973,1,3,1,0,6840,11500,2016
Residential,1950019000,1630 W LAWN AV,,1,1200,Cape Cod,Brick,1.0,1941,0,1456,1,4,1,0,8601,118500,2016
Residential,2061622000,4919 N 21ST ST,,1,1340,Cape Cod,Brick,1.0,1953,0,1075,1,3,1,1,5040,53000,2016
Residential,1900933000,5272 N 54TH ST,,1,1140,Ranch,Aluminum / Vinyl,1.0,1936,0,823,1,2,1,0,8710,70000,2016
Residential,2310050000,4352 N 26TH ST,,1,1500,Residence O/S,Aluminum / Vinyl,2.0,1923,0,1285,1,3,1,0,4000,49000,2016
Residential,1710504000,5677 N 40TH ST,,1,900,Residence O/S,Aluminum / Vinyl,1.0,1932,0,1250,1,3,1,0,8880,40000,2016
Residential,1950056000,5383 N 13TH ST,,1,1220,Residence O/S,Aluminum / Vinyl,1.0,1929,0,925,1,3,2,0,4520,64000,2016
Residential,1239972100,3930 W GREEN TREE RD,,1,600,Townhouse,Aluminum / Vinyl,2.0,1966,0,2154,2,6,2,2,8000,107000,2016
Residential,1450723000,6413 N 106TH ST,,2,820,Bi-Level,Aluminum / Vinyl,1.0,1995,0,1458,1,3,2,0,7205,101300,2016
Residential,2110482000,4950 N 66TH ST,,2,1380,Cape Cod,Brick,1.0,1940,0,1604,1,4,1,2,4920,101000,2016
Residential,2110405000,5136 N 65TH ST,,2,1380,Cape Cod,Brick,1.0,1950,0,1598,1,3,2,1,6360,140000,2016
Residential,2120735000,4858 N 72ND ST,,2,1480,Cape Cod,Brick,1.0,1952,0,1423,1,3,1,0,5320,70000,2016
Residential,2120028100,7302 W MEDFORD AV,,2,1480,Cape Cod,Frame,1.0,1950,0,1085,1,3,1,0,8400,56500,2016
Residential,1750868000,6926 W SILVER SPRING DR,,2,980,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1056,1,3,1,0,5280,57000,2016
Residential,1440231000,9301 W RIVERWOODS DR,,2,480,Colonial,Aluminum / Vinyl,2.0,2003,0,3263,1,5,4,0,10133,269900,2016
Residential,1750789000,6830 W CARMEN AV,,2,960,Duplex N/S,Aluminum / Vinyl,2.0,1957,0,2200,2,6,2,0,4800,69000,2016
Residential,1760368100,5950 N 78TH ST,,2,980,Ranch,Brick,1.0,1955,0,1425,1,3,1,0,7436,110900,2016
Residential,2251271000,4509 N 71ST ST,,2,1480,Ranch,Aluminum / Vinyl,1.0,1958,0,1042,1,3,2,0,5292,87200,2016
Residential,1890040122,5249 N 66TH ST,,2,1140,Ranch,Aluminum / Vinyl,1.0,1967,0,1015,1,3,1,0,5740,62000,2016
Residential,2250062000,4508 N 74TH ST,,2,1480,Ranch,Aluminum / Vinyl,1.0,1953,0,980,1,3,1,0,5400,71500,2016
Residential,2130614000,8224 W HERBERT AV,,2,1400,Ranch,Frame,1.0,1956,0,916,1,3,2,0,6050,78000,2016
Residential,1900237000,5279 N 56TH ST,,2,1140,Ranch,Aluminum / Vinyl,1.0,1952,0,912,1,3,1,1,8160,66700,2016
Residential,1740513100,5907 N 67TH ST,,2,960,Ranch,Aluminum / Vinyl,1.0,1959,0,864,1,3,1,0,5625,68000,2016
Residential,1902015100,5500 N 58TH ST,,2,1140,Ranch,Aluminum / Vinyl,1.0,1954,0,672,1,2,1,0,9570,37000,2016
Residential,2801502000,3170 N HUMBOLDT BL,,3,3320,Cape Cod,Brick,1.0,1953,0,1427,1,3,1,1,5310,169000,2016
Residential,3550619100,1206 E KANE PL,,3,3240,Cottage,Frame,1.0,1905,0,656,1,1,0,1,5967,142000,2016
Residential,3161677000,3028 N MARYLAND AV,,3,3160,Dplx Bungalow,Masonry / Frame,2.0,1921,0,4146,2,8,2,0,4800,335000,2016
Residential,3161676000,3034 N MARYLAND AV,,3,3160,Dplx Bungalow,Aluminum / Vinyl,2.0,1921,0,3915,2,8,2,0,4800,305000,2016
Residential,3161479000,2845 N FARWELL AV,,3,3160,Duplex O/S,Masonry / Frame,2.0,1906,0,3080,2,6,2,0,4800,264000,2016
Residential,3160328000,2956 N CRAMER ST,,3,3160,Duplex O/S,Aluminum / Vinyl,2.0,1909,0,2898,2,7,3,0,4800,285000,2016
Residential,3150322000,2906 N NEWHALL ST,,3,3150,Duplex O/S,Aluminum / Vinyl,2.0,1905,0,1890,2,4,2,0,2400,175500,2016
Residential,3201245000,2416 N DOUSMAN ST,,3,3330,Duplex O/S,Aluminum / Vinyl,2.0,1892,0,1614,2,4,2,0,3600,150000,2016
Residential,3170009000,3008 E LINNWOOD AV,,3,3060,Mansion,Brick,2.0,1909,0,4218,1,4,3,1,8520,800000,2016
Residential,2810763000,3426 N FRATNEY ST,,3,2880,Milwaukee Bungalow,Frame,1.5,1921,0,2101,1,4,2,0,5535,190000,2016
Residential,3160505000,2915 N DOWNER AV,,3,3060,Milwaukee Bungalow,Stucco,1.0,1921,0,1650,1,3,2,0,4880,280000,2016
Residential,3190940000,2639 N MURRAY AV,,3,3170,Milwaukee Bungalow,Stucco,1.0,1922,0,1440,1,3,2,0,5080,233800,2016
Residential,3150028000,2966 N CAMBRIDGE AV,,3,3150,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1922,0,1392,1,3,2,0,4560,226000,2016
Residential,2810746000,829 E KEEFE AV,,3,2880,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1926,0,952,1,3,1,0,3600,95000,2016
Residential,2780756000,3347 N LAKE DR,,3,3060,Residence O/S,Brick,2.0,1927,0,3992,1,4,2,2,10062,667000,2016
Residential,3170123000,2969 N SUMMIT AV,,3,3060,Residence O/S,Stucco,2.0,1906,0,3676,1,6,3,1,6000,499900,2016
Residential,3170327000,2705 N SUMMIT AV,,3,3060,Residence O/S,Aluminum / Vinyl,2.0,1894,0,2966,1,4,2,0,6000,439900,2016
Residential,3160342000,1915 E KENWOOD BL,,3,3160,Residence O/S,Stucco,2.0,1916,0,2444,1,4,1,1,4120,269900,2016
Residential,3170104000,2925 N HACKETT AV,,3,3060,Residence O/S,Frame,2.0,1905,0,2436,1,6,1,1,4800,345000,2016
Residential,3550136000,1930 N CAMBRIDGE AV,,3,3190,Residence O/S,Frame,2.0,1899,0,2340,1,5,2,0,3210,250000,2016
Residential,3160311000,3057 N CRAMER ST,,3,3160,Residence O/S,Frame,2.0,1911,0,2314,1,5,2,1,4800,240000,2016
Residential,3160451000,2929 N PROSPECT AV,,3,3160,Residence O/S,Frame,2.0,1904,0,2035,1,4,2,1,4235,299000,2016
Residential,2790315000,3418 N FREDERICK AV,,3,3060,Residence O/S,Brick,2.0,1924,0,1947,1,4,1,1,7050,324000,2016
Residential,3151037000,3055 N NEWHALL ST,,3,3150,Residence O/S,Aluminum / Vinyl,1.0,1914,0,1761,1,4,2,0,4200,210000,2016
Residential,3590610000,1674 N HUMBOLDT AV,,3,3240,Residence O/S,Aluminum / Vinyl,1.5,1890,0,1737,1,3,1,1,4080,232000,2016
Residential,3540765000,1710 N CASS ST,,3,3240,Residence O/S,Aluminum / Vinyl,1.5,1900,0,1549,1,4,1,1,2400,205000,2016
Residential,3161264000,2725 N STOWELL AV,,3,3170,Residence O/S,Brick,1.5,1905,0,1488,1,4,1,0,4880,250000,2016
Residential,3140270000,2924 N PIERCE ST,,3,2880,Residence O/S,Aluminum / Vinyl,1.0,1904,0,1417,1,3,2,0,3600,180000,2016
Residential,3170285000,2848 N DOWNER AV,,3,3160,Residence O/S,Aluminum / Vinyl,2.0,1921,0,1248,1,3,1,0,4800,244900,2016
Residential,3600574000,1660 N MARSHALL ST,,3,3240,Triplex,Aluminum / Vinyl,2.0,1898,0,3215,3,8,3,0,5120,348000,2016
Residential,3891016100,2004 W HIGHLAND AV,,4,3040,Mansion,Brick,2.0,1890,0,7000,1,3,2,1,17375,325000,2016
Residential,3020062000,3040 N 90TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1948,0,1716,1,4,1,1,8750,135000,2016
Residential,3031451000,2912 N 84TH ST,,5,2080,Cape Cod,Brick,1.5,1949,0,1580,1,3,1,1,7260,143000,2016
Residential,2940240000,3225 N 93RD ST,,5,2120,Cape Cod,Brick,1.0,1952,0,1466,1,3,1,0,6000,135000,2016
Residential,2921020000,3401 N 77TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1368,1,3,1,0,4816,119000,2016
Residential,3020799000,2739 N 87TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1949,0,1367,1,4,1,2,5400,154900,2016
Residential,2930654000,3272 N 91ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.5,1949,0,1357,1,4,2,0,5000,178500,2016
Residential,3020126000,2951 N 89TH ST,,5,2080,Cape Cod,Brick,1.0,1950,0,1306,1,3,1,0,5000,152900,2016
Residential,3030326000,2930 N 78TH ST,,5,2080,Cape Cod,Stucco,1.0,1946,0,1286,1,4,1,1,5040,151000,2016
Residential,2930133000,3251 N 86TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.5,1950,0,1269,1,3,2,0,5000,157000,2016
Residential,3030933000,8028 W HADLEY ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1949,0,1268,1,3,1,1,6144,155000,2016
Residential,3031361000,3015 N 81ST ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1268,1,4,1,1,6400,146000,2016
Residential,3020887000,2770 N 85TH ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1247,1,3,1,0,6625,126500,2016
Residential,2631026000,3637 N 77TH ST,,5,2040,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1204,1,3,1,1,5400,85000,2016
Residential,3020176000,9105 W CHAMBERS ST,,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1164,1,4,2,0,5900,156000,2016
Residential,2630850000,8115 W KEEFE AV,,5,2040,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1152,1,3,1,1,5520,90000,2016
Residential,3030971000,2850 N 82ND ST,,5,2080,Cape Cod,Brick,1.0,1946,0,1151,1,3,1,1,5120,160000,2016
Residential,2920180000,3222 N 82ND ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1093,1,3,1,0,6250,115000,2016
Residential,2611159000,3500 N 100TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1041,1,3,2,0,4840,140000,2016
Residential,2611049000,3825 N 99TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1954,0,1038,1,3,1,0,4840,130500,2016
Residential,2140271200,8525 W POTOMAC AV,,5,1400,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1015,1,2,2,0,6120,71000,2016
Residential,2611158000,3508 N 100TH ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1013,1,3,1,0,4950,123000,2016
Residential,2920188000,3227 N 81ST ST,,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1947,0,1002,1,2,2,0,6160,84000,2016
Residential,1120047000,7243 N CASSIE AV,,5,820,Colonial,Aluminum / Vinyl,2.0,2016,0,3884,1,4,3,1,10000,352582,2016
Residential,1800402000,5959 N 113TH ST,,5,780,Colonial,Aluminum / Vinyl,2.0,1997,0,1976,1,3,2,1,10178,210250,2016
Residential,2241040100,4428 N HOUSTON AV,,5,1470,Colonial,Aluminum / Vinyl,2.0,1963,0,1200,1,3,1,1,6384,113500,2016
Residential,2219996111,10211A W HAMPTON AV,,5,1040,Duplex N/S,Aluminum / Vinyl,2.0,1977,0,2288,2,6,2,2,7200,105000,2016
Residential,2930677000,3267 N 90TH ST,,5,2100,Duplex N/S,Brick,2.0,1956,0,2160,2,4,2,0,5000,140000,2016
Residential,1460272000,11212 W SANCTUARY DR,,5,800,Ranch,Fiber-Cement,1.0,2005,0,2172,1,3,3,0,13500,296900,2016
Residential,1160211000,7046 N PARK MANOR DR,,5,440,Ranch,Aluminum / Vinyl,1.0,1964,0,1864,1,3,2,0,12000,168500,2016
Residential,2940362000,3182 N 96TH ST,,5,2140,Ranch,Brick,1.0,1956,0,1701,1,3,1,0,7200,159900,2016
Residential,1840026000,10524 W SHERIDAN AV,,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1357,1,3,1,1,7200,127000,2016
Residential,1150023000,10321 W VERA AV,,5,440,Ranch,Aluminum / Vinyl,1.0,1957,0,1341,1,4,2,1,21780,167500,2016
Residential,3020697000,9125 W LOCUST ST,,5,2120,Ranch,Stone,1.0,1951,0,1295,1,2,2,1,5310,148000,2016
Residential,2610613000,9616 W LISBON AV,,5,2100,Ranch,Frame,1.0,1956,0,1190,1,3,1,1,7200,95000,2016
Residential,2611392000,3535 N 93RD ST,,5,2100,Ranch,Frame,1.0,1951,0,1176,1,3,1,1,4800,130000,2016
Residential,3020105000,2909 N 88TH ST,,5,2080,Ranch,Brick,1.0,1952,0,1176,1,3,1,0,5715,142000,2016
Residential,3030961000,8104 W HADLEY ST,,5,2080,Ranch,Block,1.0,1942,0,1170,1,3,2,0,9984,167500,2016
Residential,2630708000,3720 N 84TH ST,,5,2040,Ranch,Brick,1.0,1954,0,1165,1,3,1,1,5375,85000,2016
Residential,1840289000,5376 N 103RD ST,,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1132,1,3,1,1,7502,103000,2016
Residential,2240393000,4704 N 79TH ST,,5,1470,Ranch,Aluminum / Vinyl,1.0,1953,0,1113,1,3,1,1,12240,93000,2016
Residential,2241097000,4426 N 83RD ST,,5,1470,Ranch,Aluminum / Vinyl,1.0,1957,0,1098,1,3,1,0,5248,95000,2016
Residential,2630371000,3806 N 80TH ST,,5,2040,Ranch,Masonry / Frame,1.0,1954,0,1065,1,3,2,0,6080,92500,2016
Residential,2610440000,9310 W MELVINA ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1955,0,1008,1,3,1,1,6000,123500,2016
Residential,2930785000,3233 N 89TH ST,,5,2100,Ranch,Stucco,1.0,1950,0,988,1,3,2,0,5000,128800,2016
Residential,3020079000,3019 N 88TH ST,,5,2080,Ranch,Brick,1.0,1949,0,832,1,2,1,0,5160,120000,2016
Residential,3020101000,2935 N 88TH ST,,5,2080,Ranch,Aluminum / Vinyl,1.0,1951,0,792,1,2,1,0,6350,88800,2016
Residential,2930927000,3121 N 88TH ST,,5,2100,Ranch,Aluminum / Vinyl,1.0,1950,0,739,1,2,1,0,6455,81000,2016
Residential,2240616200,4515 N 78TH ST,,5,1470,Split Level,Masonry / Frame,1.0,1965,0,1852,1,4,1,1,5976,143900,2016
Residential,3320035000,7811 W CENTER ST,,5,2080,Triplex,Brick,2.0,1951,0,2800,3,5,3,1,8100,175000,2016
Residential,3211498000,2523 N BOOTH ST,,6,2810,Cottage,Aluminum / Vinyl,1.0,1890,0,1162,1,3,2,1,3000,170000,2016
Residential,2822530000,145 E RING ST,,6,2900,Dplx Bungalow,Brick,1.5,1923,0,2589,2,5,2,0,19260,51000,2016
Residential,3140412000,2842 N BOOTH ST,,6,2810,Duplex O/S,Aluminum / Vinyl,2.0,1904,0,2234,2,4,2,0,5760,154200,2016
Residential,2812336000,3159 N HOLTON ST,,6,2800,Duplex O/S,Aluminum / Vinyl,2.0,1908,0,2218,2,5,2,0,4080,69900,2016
Residential,2822012000,3320 N PALMER ST,,6,2900,Milwaukee Bungalow,Stucco,2.0,1897,0,1733,1,3,1,0,5040,44900,2016
Residential,3220732100,2378 N 2ND ST,,6,2920,Residence O/S,Frame,1.5,1900,0,1651,1,3,1,1,3600,100000,2016
Residential,3140964000,2915 N BOOTH ST,,6,2800,Residence O/S,Frame,1.0,1908,0,1315,1,3,1,0,2880,79900,2016
Residential,3121598000,2909 N 8TH ST,,6,2870,Residence O/S,Aluminum / Vinyl,1.5,1890,0,1075,1,2,1,0,4504,10500,2016
Residential,2731216000,3708 N VEL R PHILLIPS AV,,6,2820,Residence O/S,Aluminum / Vinyl,1.0,1924,0,1062,1,3,1,0,3240,24000,2016
Residential,3211422000,620 E MEINECKE AV,,6,2890,Residence O/S,Aluminum / Vinyl,1.5,1900,0,1048,1,3,1,0,1500,116000,2016
Residential,2100326000,5003 N 55TH ST,,7,1140,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1061,1,3,1,0,7140,39900,2016
Residential,2299893000,4555 N 40TH ST,,7,1440,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1050,1,3,1,0,4800,47000,2016
Residential,2479900000,4350 N 41ST ST,,7,1680,Cape Cod,Brick,1.0,1952,0,826,1,2,1,0,5504,37500,2016
Residential,2299869000,4510 N 41ST ST,,7,1440,Dplx Bungalow,Aluminum / Vinyl,1.5,1928,0,1904,2,4,2,0,4800,50000,2016
Residential,2480252000,4162 N 51ST BL,,7,1680,Duplex N/S,Aluminum / Vinyl,1.5,1949,0,1381,2,3,2,0,4725,28000,2016
Residential,2270822000,4443 N 51ST BL,,7,1560,Duplex N/S,Aluminum / Vinyl,1.5,1955,0,1370,2,4,2,0,6400,75000,2016
Residential,2861067000,3200 N 29TH ST,,7,2960,Duplex O/S,Aluminum / Vinyl,2.0,1913,0,2324,2,6,2,0,3780,22000,2016
Residential,2851030000,3202 N 24TH ST,,7,2960,Duplex O/S,Frame,1.5,1924,0,2169,2,4,2,0,4080,13500,2016
Residential,2290701000,4741 N 40TH ST,,7,1440,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1443,1,4,1,1,4800,55000,2016
Residential,2100377000,4979 N 55TH ST,,7,1140,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1923,0,1315,1,4,1,0,9520,84000,2016
Residential,2280366000,4402 N 50TH ST,,7,1680,Residence O/S,Aluminum / Vinyl,1.0,1928,0,1027,1,3,2,0,4752,57000,2016
Residential,3071211000,2837 N SHERMAN BL,,7,2500,Townhouse,Masonry / Frame,2.0,1941,0,3622,2,5,2,2,6500,143750,2016
Residential,2881102000,3283 N 50TH ST,,7,1840,Tudor,Brick,2.0,1931,0,1912,1,3,1,1,4840,137500,2016
Residential,4350753000,3019 W NATIONAL AV,,8,4060,Duplex O/S,Brick,2.0,1924,0,2846,2,4,2,1,4960,108900,2016
Residential,4940772000,2421 S 34TH ST,,8,4000,Duplex O/S,Aluminum / Vinyl,1.5,1900,0,1454,2,4,2,0,6000,30000,2016
Residential,4591021000,1644 S 21ST ST,,8,4100,Duplex-Cottage,Aluminum / Vinyl,1.0,1887,0,2120,2,5,3,0,4200,46000,2016
Residential,4591343000,1566 S 25TH ST,,8,4100,Duplex-Cottage,Aluminum / Vinyl,2.0,1870,0,1800,2,3,2,0,4200,28000,2016
Residential,4700714000,1946 S 21ST ST,,8,4120,Duplex-Cottage,Aluminum / Vinyl,1.0,1897,0,1650,2,3,2,1,4650,70000,2016
Residential,4589929000,1631 S 33RD ST,,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1920,0,1094,1,3,3,0,5280,94000,2016
Residential,4360412000,3731 W DOROTHY PL,,8,4060,Residence O/S,Aluminum / Vinyl,1.5,1916,0,1591,1,3,2,1,3480,131000,2016
Residential,4710645000,2235 S 29TH ST,,8,4000,Residence O/S,Aluminum / Vinyl,1.5,1905,0,1077,1,4,1,0,3750,85000,2016
Residential,1180099000,7805 W BEECHWOOD AV,,9,480,Colonial,Aluminum / Vinyl,2.0,1969,0,1607,1,4,1,1,7800,144900,2016
Residential,1399983000,6480 N 58TH ST,,9,560,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,874,1,2,1,0,13548,59900,2016
Residential,341257000,9418 W LARAMIE RD,,9,40,Ranch,Aluminum / Vinyl,1.0,2006,0,1525,1,3,2,0,7608,140000,2016
